,adapter,advertised,affordable,air,amazing,amazon,antenna,apple,audio,awesome,backup,bad,bag,bang,basic,batteries,battery,beat,best,better,big,bit,black,bluetooth,bought,box,brand,buck,built,buy,cable,cables,camera,canon,car,card,case,charge,charger,charging,charm,cheap,choice,class,clear,comfortable,compact,computer,connection,convenient,cool,cooler,cord,cost,cover,customer,deal,decent,described,design,device,devices,did,didn,digital,disappointed,does,doesn,don,drive,drives,durable,dvd,ear,easy,effective,exactly,excellent,expected,expensive,external,extra,failed,fan,fantastic,far,fast,features,filter,finally,fine,fit,fits,flash,functional,galaxy,garmin,gb,gets,gift,good,got,gps,great,handy,happy,hard,hd,hdmi,headphones,headset,heavy,high,highly,home,hub,impressed,inch,inexpensive,install,ipad,iphone,ipod,issues,item,job,junk,just,keyboard,kindle,kit,laptop,large,lens,life,light,like,little,logitech,long,look,looking,looks,lot,lots,love,low,mac,macbook,make,makes,media,memory,micro,mini,mm,modem,money,monitor,months,mount,mouse,mp,music,need,needed,needs,new,nexus,nice,nikon,ok,okay,old,outstanding,pay,pc,perfect,perfectly,performance,phone,picture,piece,play,player,pleased,plug,poor,port,portable,power,pretty,price,pro,problem,problems,product,protection,protector,ps,purchase,quality,quick,quiet,quite,radio,range,read,real,really,recommend,recommended,reliable,remote,replacement,review,right,roku,router,samsung,sandisk,say,says,screen,sd,seagate,second,service,set,setup,short,signal,simple,simply,size,slow,small,smart,software,solid,solution,sony,sound,space,speaker,speakers,speed,ssd,stand,stars,storage,streaming,strong,sturdy,stylus,super,support,supposed,sure,switch,tablet,tb,terrible,thing,time,tiny,touch,travel,tripod,tv,unit,update,upgrade,usb,use,used,useful,using,value,ve,video,wall,want,wanted,way,wd,wifi,windows,wireless,wish,wonderful,work,worked,working,works,worth,wow,wrong,year,years
385,0,3,2,0,13,0,0,0,0,23,0,1,2,5,0,0,0,8,5,4,8,0,0,0,2,0,0,4,0,22,0,0,1,0,0,0,1,0,0,0,1,12,1,0,0,0,6,0,0,1,2,0,0,5,0,0,9,2,5,1,0,0,0,0,0,0,13,0,1,0,0,2,0,0,10,3,3,23,6,0,0,1,2,0,3,2,2,0,0,0,1,0,0,0,2,0,0,0,1,1,55,0,0,143,10,1,2,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,5,8,0,6,0,0,3,0,5,0,0,25,12,4,0,0,0,3,0,1,0,28,3,0,0,1,2,0,0,0,0,0,0,14,0,1,0,0,0,0,5,3,4,1,0,29,0,4,0,0,0,4,0,22,3,0,0,0,2,0,0,0,0,0,0,4,0,1,62,1,0,3,46,0,0,0,3,24,0,0,1,0,0,0,1,8,2,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,4,1,7,0,4,1,0,3,0,0,0,0,0,0,0,0,1,3,0,0,1,6,0,5,0,1,0,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,19,5,5,1,35,0,0,0,0,1,3,0,0,0,0,1,3,4,0,0,39,7,1,3,0,1
386,0,0,1,0,2,1,0,3,0,4,2,1,0,0,11,0,1,0,3,4,1,0,3,0,2,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,6,1,0,7,3,0,0,0,0,0,0,1,1,0,0,0,7,3,0,0,4,0,0,0,0,1,42,0,0,56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,1,1,5,2,7,0,0,0,3,0,0,1,3,3,6,2,2,0,1,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,5,0,1,0,138,0,0,1,3,0,0,0,19,0,3,4,0,0,0,1,6,3,0,0,0,1,2,0,1,2,0,0,0,0,1,32,0,0,1,6,0,0,0,0,8,1,0,1,0,0,0,1,2,0,2,4,0,4,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,4,0,1,0,0,6,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,7,0,0,0,0,0,1,0,0,1,2,0,1,4,1,2,35,5,0,0,1,0
387,0,2,1,0,3,0,0,0,0,7,0,1,0,3,0,0,0,0,3,1,1,1,0,0,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,2,2,2,2,0,0,2,0,0,0,2,0,0,0,0,0,26,1,0,49,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,98,0,0,0,1,0,0,0,2,0,0,0,1,1,1,2,1,12,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,2,0,15,0,0,2,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,1,7,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,5,1,0,0,2,1,0,0,3,0,1,0,0,2,1,1,0,4,1,1,7,2,0,0,0,3
388,0,6,0,0,1,2,0,1,0,4,0,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,2,1,0,0,1,2,0,0,2,0,2,0,6,4,7,2,0,1,13,5,1,0,0,0,0,0,4,1,3,5,2,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,48,1,0,0,1,38,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,6,0,4,7,0,0,0,0,0,0,1,2,8,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,7,0,2,1,4,0,0,0,10,5,0,0,0,1,2,1,1,4,1,15,0,0,1,8,0,1,2,11,0,0,2,1,2,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,2,0,1,0,0,1,0,0,0,2,0,0,2,3,1,0,1,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,36,0,0,2,1,1,0,0,0,0,7,1,0,0,1,3,1,0,2,2,0,0,0,1,0,5,0,0,0,0,0,0,23,7,3,59,3,1,2,1,1
389,0,0,0,1,8,0,0,0,2,10,0,7,0,1,0,1,3,3,8,5,1,0,1,0,0,1,0,1,0,5,1,0,106,1,0,0,0,1,1,1,1,2,0,2,0,0,3,1,0,0,1,0,0,0,0,1,3,3,0,1,1,0,0,1,1,0,0,0,6,0,0,3,0,0,9,0,0,11,2,0,0,1,3,1,2,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,42,2,0,72,2,0,0,20,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,3,0,0,1,8,0,0,0,0,0,0,3,4,6,26,0,0,0,1,0,3,0,14,4,0,0,2,0,0,1,0,1,0,0,6,0,1,0,0,1,0,4,1,1,1,0,19,0,4,2,0,1,2,0,8,0,0,1,1,0,1,0,2,1,1,3,2,0,7,23,0,5,3,9,0,0,0,0,14,0,0,0,0,0,0,2,5,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0,1,0,4,0,7,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,3,0,3,0,0,0,2,1,4,0,0,0,0,0,1,1,1,2,13,2,1,0,11,1,51,0,0,1,0,0,0,0,0,1,0,1,1,2,8,2,2,1,6,0
390,1,13,6,0,13,6,0,2,5,23,0,3,0,3,2,0,0,7,23,19,6,1,1,0,3,5,4,3,7,29,341,133,0,0,0,0,0,0,0,0,3,30,3,1,0,0,0,0,4,0,0,0,5,6,0,4,15,3,5,1,0,0,3,5,1,0,33,1,15,0,0,2,1,0,3,2,15,70,15,11,0,1,4,0,7,7,15,0,0,0,21,0,0,0,2,0,0,0,3,0,181,1,0,399,0,3,0,4,238,0,0,4,49,2,1,0,1,0,12,0,0,0,0,6,8,18,3,27,0,0,0,4,0,0,0,0,11,0,0,1,6,4,7,0,0,7,11,0,1,1,1,0,0,0,0,0,0,21,3,6,0,0,0,0,9,10,2,2,0,28,0,4,2,1,6,15,1,31,14,4,0,7,0,1,3,0,1,0,1,0,0,2,188,1,2,5,81,1,0,5,3,140,2,0,0,0,0,0,0,3,0,3,3,0,0,6,7,4,0,0,0,7,2,1,0,0,3,7,3,1,2,2,5,2,0,0,0,2,0,19,1,0,3,0,0,0,24,0,0,4,0,2,1,4,0,7,0,3,0,1,0,0,0,3,7,0,0,0,0,15,0,0,0,0,4,3,0,3,67,4,3,0,1,1,1,0,0,0,0,1,1,22,16,3,187,9,5,1,1,0
391,48,4,3,0,4,0,0,0,0,8,0,2,0,0,0,0,0,0,12,11,1,7,0,0,2,11,0,0,0,7,3,1,0,0,0,58,1,0,0,0,3,9,2,0,0,0,1,4,9,0,0,0,0,2,0,2,2,5,1,0,2,1,3,2,0,0,14,2,3,0,0,0,0,0,61,5,4,28,6,1,0,1,0,1,4,7,30,1,0,2,15,0,2,0,0,0,0,0,2,0,61,5,0,127,0,3,2,0,0,0,0,0,6,3,2,0,2,0,3,42,0,0,0,9,2,7,0,10,0,0,0,0,0,0,0,0,11,5,0,2,0,0,1,0,0,4,4,2,0,3,1,0,0,0,1,0,1,6,0,0,0,0,0,0,4,5,5,2,0,23,0,4,1,5,2,1,10,12,8,11,0,0,3,15,0,2,16,2,1,0,1,7,18,1,1,5,29,0,0,0,0,11,6,0,0,0,9,1,1,4,3,2,9,1,1,2,6,0,2,0,0,0,0,0,0,0,0,1,4,3,0,11,15,1,0,6,6,0,3,12,6,0,0,1,0,0,10,0,0,2,0,1,2,0,0,5,5,4,3,0,0,0,0,3,3,0,0,0,0,0,2,0,4,13,8,2,0,1,9,4,1,0,2,1,4,0,10,25,77,0,0,13,14,2,145,8,4,1,1,0
392,0,1,0,1,4,2,0,1,0,9,0,2,0,0,0,3,20,0,24,7,2,0,1,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,8,1,2,0,0,3,0,0,0,0,0,0,2,0,3,0,0,1,2,0,1,2,1,5,0,0,0,0,0,4,1,1,11,4,0,0,0,0,2,3,4,3,5,0,4,2,2,1,0,3,0,0,0,0,0,56,0,0,99,0,3,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,2,0,0,1,8,1,0,0,9,2,0,17,2,1,6,29,9,0,0,0,1,1,14,1,7,1,0,1,0,0,0,2,0,0,4,0,2,0,200,0,0,3,2,0,2,0,18,0,4,1,0,2,0,1,13,1,6,0,0,0,0,0,1,0,3,1,1,1,2,8,0,3,2,11,0,0,0,1,5,1,0,2,0,1,0,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,5,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,4,2,5,0,0,4,0,0,0,0,0,1,11,2,1,1,2,8,0,0,0,1,0,0,0,2,16,2,2,4,3,1,20,3,3,3,4,2
393,17,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,8,0,0,0,0,0,3,1,1,0,0,0,1,0,0,1,0,2,0,1,0,5,3,0,0,19,2,1,0,0,0,0,0,1,1,6,2,7,0,0,0,0,0,0,1,0,0,0,0,7,5,1,0,1,0,0,0,0,0,16,0,0,39,0,1,0,0,18,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,6,1,6,0,0,0,1,0,0,1,0,3,2,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,10,1,1,0,2,0,1,0,1,0,1,0,6,3,0,0,2,0,0,0,0,0,2,0,0,0,0,5,1,0,1,8,0,0,3,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,4,0,1,3,0,0,0,2,0,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,3,1,3,0,2,0,4,0,0,1,1,0,0,0,0,0,0,12,8,2,58,2,1,0,0,0
394,0,3,0,0,1,0,0,1,0,3,0,3,0,0,2,2,3,0,9,5,1,0,5,1,3,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,5,1,0,0,3,0,0,1,1,0,1,1,0,3,0,0,2,1,0,0,4,1,2,0,0,1,0,0,3,1,2,11,1,0,1,0,1,0,4,1,1,0,0,1,4,0,2,0,0,0,0,0,2,2,49,2,0,109,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,3,0,6,0,0,0,15,1,0,4,0,9,20,5,2,0,1,1,0,0,19,1,2,0,0,1,0,0,0,0,0,0,4,0,1,0,200,0,0,0,2,0,5,1,27,0,4,1,2,0,0,2,11,6,1,0,0,0,2,1,0,3,1,0,6,0,2,15,1,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,3,1,0,3,0,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,7,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,1,0,0,0,1,0,1,1,7,0,0,0,0,0,2,10,1,1,3,5,1,0,0,0,0,1,0,0,0,45,1,0,8,1,0,45,4,0,0,0,1
395,0,0,3,0,10,1,0,0,0,10,0,0,0,0,0,0,1,0,11,4,0,0,0,0,2,0,0,0,0,1,0,0,95,23,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,5,0,6,0,3,0,0,0,0,0,3,0,1,24,1,0,0,0,0,0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,2,0,75,0,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,1,0,0,3,2,1,2,0,0,1,3,0,1,3,0,35,1,0,0,1,0,0,0,1,1,1,0,5,0,1,0,0,1,0,2,0,0,0,0,6,2,0,0,1,1,0,1,4,0,3,0,0,0,0,0,0,0,1,0,0,2,2,14,4,0,2,1,0,0,0,3,15,0,0,0,0,1,0,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,6,0,0,0,9,7,16,0,1,0,1,0,0,0,0,1,3,0,0,0,0,4,2,0,0,1
396,0,0,0,0,0,0,0,0,0,5,0,5,0,0,2,0,7,0,10,5,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,4,0,0,7,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,42,2,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2,67,0,0,1,1,0,6,1,3,2,19,3,1,1,0,1,0,6,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,56,0,0,0,0,1,1,0,12,0,3,0,2,1,0,0,2,0,1,0,0,0,0,0,1,0,3,0,0,0,2,3,0,2,1,12,0,0,0,0,6,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,2,2,1,1,3,2,0,1,2,2,0,0,2,0,0,0,0,1,18,0,1,4,1,0,12,2,1,0,0,2
397,0,3,0,0,4,4,0,0,0,8,2,7,0,0,0,0,0,1,26,4,5,1,48,0,10,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,1,0,2,4,5,1,0,0,0,1,0,21,0,9,2,2,190,26,0,0,0,6,0,3,23,5,0,0,5,6,0,0,34,82,0,0,1,11,0,0,0,1,0,0,6,1,0,76,0,0,121,0,3,80,11,0,0,0,2,7,0,1,0,1,4,0,4,0,0,0,6,0,4,0,7,0,0,0,0,3,0,0,0,1,3,0,1,2,1,0,0,2,8,0,2,0,1,4,1,0,0,0,0,0,6,0,6,0,1,0,0,3,1,3,5,0,15,0,4,0,2,1,3,3,7,5,18,0,0,0,1,0,2,1,0,0,0,1,3,37,1,1,12,14,0,0,0,2,7,3,28,0,0,0,1,0,1,2,0,28,0,3,2,3,0,0,0,0,1,2,0,0,4,0,3,0,0,0,0,2,0,2,4,0,1,1,15,1,0,0,7,0,0,2,4,0,2,14,0,1,1,0,2,1,3,0,0,0,38,0,1,3,0,0,0,0,0,3,0,3,0,1,5,0,2,8,3,0,0,2,0,1,66,0,0,0,0,0,2,6,9,49,7,0,0,7,7
398,0,7,0,0,0,1,0,0,0,3,1,1,1,0,2,0,2,0,2,2,0,0,0,0,2,1,1,0,0,1,0,0,6,16,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,10,1,2,0,0,0,0,0,2,0,4,7,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,13,2,0,38,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,1,7,0,2,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,0,9,0,3,0,0,0,0,0,6,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,2,0,0,0,0,4,0,0,5,0,1,0,38,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,5,2,3,0,2,0,1,0,1,0,1,0,0,0,7,1,0,4,2,0,51,2,0,0,0,0
399,0,1,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,11,4,1,1,0,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,0,1,2,0,2,2,0,0,0,0,4,0,0,8,1,0,0,0,1,0,2,5,5,3,0,0,0,0,0,2,1,0,0,0,0,0,19,0,0,43,0,4,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,4,0,1,0,3,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,4,0,5,0,1,0,1,0,0,0,2,0,2,0,0,0,1,0,1,1,1,0,0,4,1,2,0,1,1,9,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,3,0,2,0,2,0,70,0,0,1,0,0,0,0,0,1,2,2,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,3,1,0,0,0,1,3,0,0,0,0,0,0,7,3,3,2,0,0,0,2,2,0,0,0,0,0,0,2,0,10,1,2,2,1,3,11,2,0,0,2,1
400,1,1,0,0,3,4,0,4,0,4,0,3,0,0,0,0,0,0,18,10,1,1,1,0,1,26,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,3,1,0,1,0,4,1,0,0,0,1,2,2,3,0,0,0,0,0,1,0,0,5,1,1,0,0,2,1,0,5,0,0,0,4,1,0,0,0,0,0,0,0,2,0,17,1,0,27,0,3,0,1,0,0,0,0,1,0,4,0,1,0,0,1,0,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,4,7,0,1,1,0,1,2,4,10,0,0,0,1,0,26,0,0,0,0,0,4,0,1,0,0,0,0,1,0,5,2,0,2,0,1,0,0,0,2,1,8,0,0,0,0,2,1,12,0,0,2,0,0,0,2,0,1,0,2,11,0,0,0,1,0,0,0,3,0,0,1,1,1,0,0,1,3,1,3,1,4,0,0,0,0,0,2,0,0,0,1,2,2,1,0,2,0,0,0,1,0,4,2,3,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,9,1,3,1,2,2,3,0,0,0,4,2,0,2,1,1,0,1,0,1,1,3,4,1,2,4,7,0,0,0,0
401,14,9,0,2,1,0,0,0,0,8,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,5,1,0,0,0,3,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,9,4,2,0,0,0,0,0,13,2,2,9,6,0,0,2,1,0,3,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,16,0,0,50,0,1,1,3,6,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,1,7,0,5,0,0,0,9,0,0,0,1,3,4,0,0,0,0,0,0,0,1,0,3,8,2,1,0,0,0,0,0,0,1,15,2,0,0,0,0,3,2,1,3,0,3,0,3,0,1,1,0,4,9,4,1,0,0,1,4,0,1,4,1,0,0,1,1,2,8,1,3,31,0,0,0,0,0,1,0,0,0,0,1,0,4,0,2,2,0,0,0,2,0,0,0,0,1,1,3,0,0,3,1,0,3,0,0,3,0,1,2,1,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1,2,0,0,0,0,2,0,0,0,0,0,2,1,2,1,9,8,0,1,0,0,0,9,0,1,0,5,0,0,9,0,0,2,14,5,5,54,0,1,0,0,0
402,0,0,2,1,9,0,0,0,2,9,0,21,0,3,1,0,0,2,30,11,2,1,2,0,3,3,0,2,0,16,2,0,0,0,0,0,0,0,0,0,0,11,1,0,1,25,1,0,0,2,0,0,4,1,0,2,1,21,0,8,0,0,4,3,0,6,1,3,6,0,0,3,0,58,0,0,1,17,3,1,0,2,1,0,7,1,1,2,0,6,3,40,2,0,1,0,0,0,0,0,125,1,0,185,0,2,6,0,0,111,2,0,0,1,0,0,4,0,1,0,1,2,3,1,1,0,0,9,0,2,0,0,0,0,0,1,10,5,0,3,1,3,1,0,2,22,4,0,0,1,4,0,8,0,0,0,0,21,1,5,0,0,0,3,3,0,3,2,0,17,0,22,5,2,1,7,0,18,0,4,0,1,0,0,0,3,0,11,0,0,0,4,70,0,1,0,10,0,0,0,3,43,0,0,2,0,1,2,1,11,0,1,0,0,0,3,3,0,0,0,0,1,2,0,0,0,1,1,2,0,1,0,0,1,0,0,2,0,0,2,0,0,119,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,1,0,0,0,7,0,6,0,1,0,0,0,0,1,1,0,13,2,0,2,20,4,1,0,1,1,1,0,0,0,0,0,2,13,1,12,14,7,4,2,2,0
403,1,0,1,0,1,1,0,0,0,5,0,2,98,1,3,1,0,0,6,3,5,6,9,0,3,0,2,1,4,3,0,0,158,33,0,0,217,0,0,0,0,1,1,0,0,3,18,0,0,0,0,0,0,1,1,0,4,3,0,2,0,0,1,1,8,0,9,2,1,0,0,3,0,0,0,1,2,11,5,1,0,0,0,0,2,1,0,0,0,0,3,32,32,1,1,0,2,0,0,2,68,3,1,111,5,3,0,1,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,1,0,9,0,20,0,0,1,0,1,4,0,2,2,23,0,1,0,4,4,0,2,16,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,2,3,2,4,0,62,19,5,2,1,0,1,0,80,5,0,0,1,0,0,0,1,0,1,0,1,0,0,14,1,0,0,11,4,0,0,2,25,0,0,3,0,0,0,0,8,3,2,0,0,0,1,12,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,48,0,0,5,0,12,1,5,0,0,0,0,0,7,2,0,1,5,0,8,0,0,0,0,0,0,0,0,0,1,0,4,1,0,2,0,0,0,2,0,1,2,7,0,2,0,2,1,2,0,0,0,0,1,0,0,0,0,10,2,0,1,0,0
404,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,9,5,2,0,1,0,3,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,6,0,0,0,0,2,2,0,4,0,0,1,0,0,1,0,0,8,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,6,0,1,1,21,1,36,26,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,1,2,0,3,0,0,0,0,1,0,0,0,5,2,0,0,0,0,1,0,1,12,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,3,2,2,4,0,7,0,4,1,1,2,0,0,3,0,2,0,0,0,0,0,0,0,6,0,4,0,0,5,0,3,4,6,0,0,0,2,1,0,0,2,0,0,2,0,2,0,0,0,0,4,1,2,0,0,0,0,2,0,3,0,0,2,2,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,0,0,1,0,0,3,4,3,0,2,1,2,1,1,2,0,0,2,0,1,0,0,0,0,0,1,2,2,1,11,1,1,1,0,1
405,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,3,6,0,3,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,1,2,1,0,1,1,0,0,3,0,1,0,0,1,0,0,13,0,1,5,1,0,0,1,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,32,0,0,43,0,0,1,0,0,0,0,0,2,1,3,0,0,0,3,5,0,0,0,0,2,2,0,5,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,2,2,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,7,0,4,2,0,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,24,0,0,1,13,0,0,0,0,23,1,0,1,0,0,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,3,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,9,0,1,1,6,0,0,0,2,0,1,0,0,0,0,3,0,16,3,0,6,2,2,3,0,3
